5486739,5486727,4,"<p><code>realloc</code> only goes one-level deep. It doesn't even know you're passing it a pointer-to-pointer, since its argument is converted to <code>void*</code>, its parameter type. As far as <code>malloc</code>, <code>realloc</code> and <code>free</code> are concerned, memory is just a flat array of bytes. If you store pointers in memory, that's you choice, but <code>malloc</code> doesn't care.</p>

<p>However, the memory leak doesn't occur until the <code>free(p1)</code>, which also does not recurse into the array of pointers. (<code>realloc</code> will still copy the pointers stored in the buffer, if the block is enlarged. When it's shrunk, you're in trouble.)</p>

<p>Also, your program's behavior is undefined because you don't check for error returns, and the following only works when <code>sizeof(char *) &lt; 10</code>:</p>

<pre><code>p1 = (char **) malloc ( 100 );

for ( i = 0; i &lt; 10; i ++ )
{
    p1[i] =  (char *) malloc(10);
    memcpy ( p1[i], ""1234567890"", 10 );
}
</code></pre>
",0
1998150,1998119,5,"<p>No, it is not guaranteed by the standard.  The standard says this about ""string literals"" (6.4.5p6):</p>

<blockquote>
  <p>It is unspecified whether these arrays are distinct provided their elements have the
  appropriate values.</p>
</blockquote>

<p><em>These arrays</em> refers to the array of <code>char</code> created from a literal string in translation phase 7.</p>

<p>Since you are using a macro, the code seen by the compiler is:</p>

<pre><code>if( strstr(""plaintext"", optarg) == ""plaintext"" )
</code></pre>

<p>When <code>optarg</code> is <code>""plaintext""</code>, the code reduces to</p>

<pre><code>if(""plaintext"" == ""plaintext"")
</code></pre>

<p>As mentioned above, this is not guaranteed to be true in C.</p>

<p>So, you must use <code>strcmp()</code> instead of checking the pointers for equality, or, as in the other answer, define a <code>char *</code> pointer to use instead of the macro.</p>
",0
1998157,1998119,6,"<p>Macros do simple textual replacement. The preprocessor replaces every occurrence of <code>PLAINTEXT_TARGET</code> with <code>""plaintext""</code>, after that the compiler looks at the result and compiles that.</p>

<p>So the compiler sees two string literals and it's not guaranteed that those won't be stored separately (see Alok's answer for the according quote from the standard). The code is indeed misleading, it would be more reasonable to declare <code>PLAINTEXT_TARGET</code> as a constant:</p>

<pre><code>const char* const PLAINTEXT_TARGET = ""plaintext"";
</code></pre>
",1
2589990,2589982,8,"<p><code>addr</code> is an array so you can't assign to it directly.</p>

<p>Change <code>addr = strncpy(addr, argv[2], 1023);</code> to <code>strncpy(addr, argv[2], 1023);</code></p>

<p>A pointer to what you passed in is returned, but this value isn't needed.  The call to <code>strncpy</code> alone will copy the string from <code>argv[2]</code> to <code>addr</code>.</p>

<hr>

<p>Note: I notice sometimes you pass in the address of your array and sometimes you pass in the array itself without the address of operator.  </p>

<p>When the parameter only asks for <code>char*</code>...</p>

<p>Although both will work passing in <code>addr</code> instead of <code>&amp;addr</code> is more correct. <code>&amp;addr</code> gives a pointer to a char array <code>char (*)[1023]</code> whereas <code>addr</code> gives you a <code>char*</code> which is the address of the first element. It usually doesn't matter but if you do pointer arithmetic then it will make a big difference. </p>
",2
2590000,2589982,0,"<p>an alternative is to use a char * instead:</p>

<pre><code>char *addr;

addr = strdup(argv[2]);
</code></pre>

<p>strdup is basically a shortcut that does a malloc and a strcpy, and you don't have to worry about the size of addr upfront.
Don't forget to free addr once you're done.<br>
Note that if argv[2] is NULL you will get a segfault.</p>
",1
2590008,2589982,1,"<p>The line</p>

<pre><code>addr = strncpy(addr, argv[2], 1023);
</code></pre>

<p>should be just</p>

<pre><code>strncpy(addr, argv[2], 1023);
</code></pre>

<p>note that strncpy doesn't null-terminate if the 1023 limit is reached so you should also have</p>

<pre><code>addr[1023] = `\0`;
</code></pre>

<p>though I suppose there's other assumptions made in the code as well.</p>
",0
2590027,2589982,5,"<p>You've gotten a couple of answers that address exactly what you asked. My advice would be to step back and just eliminate that step, as it's completely unnecessary. I'd change these lines:</p>

<pre><code>u_short port;                /* user specified port number */
char addr[1023];             /* will be a copy of the address entered by u */
struct sockaddr_in address;  /* the libc network address data structure */

port = atoi(argv[1]);
addr = strncpy(addr, argv[2], 1023);
bzero((char *)&amp;address, sizeof(address));  /* init addr struct */
address.sin_addr.s_addr = inet_addr(addr); /* assign the address */
address.sin_port = htons(port);            /* translate int2port num */
</code></pre>

<p>to something like this:</p>

<pre><code>struct sockaddr_in address = {0};

address.sin_port = htons(atoi(argv[1]));        
address.sin_addr.s_addr = inet_addr(argv[2]);
</code></pre>

<p>The existing code is doing a lot of unnecessary copying, making the code bigger and slower without accomplishing anything.</p>

<p>Edit: looking at it again, you should probably add a bit of error checking code (before what's above), something like:</p>

<pre><code>if (argc != 3) {
    fprintf(stderr, ""Usage: %s &lt;port_num&gt; &lt;address&gt;"", argv[0]);
    return EXIT_FAILURE;
}
</code></pre>
",0
3992286,3992273,4,"<p><a href=""http://projecteuler.net"" rel=""nofollow"">Project Euler</a> is pretty good. They have some simple challenges that may be suitable.</p>

<p>These won't really do much to teach them C, though. Text books are much better for that.</p>

<p>Additionally, you could have them write a program to balance chemical reaction equations. That would be good for I/O and simple math.</p>
",0
3992299,3992273,2,"<p>Given a text file with a whole bunch of pressure/temperature/mole count as input, and using the ideal gas law equation, output the values of the volume for the gases and output the entire set of data (P,V,T and n) into a nicely formatted output file.</p>

<p>Should cover file i/o, basic function usage, and string formatting. Has the potential to cover arrays and stucts as well.</p>
",0
3992300,3992273,0,"<p>This seems a really vague question but assuming I'm a chemistry student that is learning C I would like to write programs that allows me to define molecules and compounds starting from simple elements.</p>

<p>I really don't know how to explain it, but maybe define your <code>struct</code> for a nitrogen atom, one for oxigen atom and have a way to bind it to produce water.. or maybe mixing to different substances too see what will come out programmatically..</p>
",0
2614015,2613994,-1,"<p>Check out <a href=""http://www.ohloh.net/p/pqlib"" rel=""nofollow noreferrer"">PQLib</a>.</p>

<p>I use the standard C standard libraries. ;)</p>
",3
6362833,2613994,5,"<p>The <a href=""http://www.cs.princeton.edu/~rs/Algs3.c1-4/code.txt"" rel=""noreferrer"">source code</a> accompanying <a href=""http://www.cs.princeton.edu/~rs/"" rel=""noreferrer"">Robert Sedgewick</a>'s <a href=""http://amzn.com/0201314525"" rel=""noreferrer"">Algorithms in C, Parts 1-4 (Fundamental Algorithms, Data Structures, Sorting, Searching)</a> contains both a heap-based and a list-based implementation.  See Chapter 9 - Priority Queues and Heapsort.</p>
",0
4364060,4364044,4,"<p>The <a href=""http://en.wikipedia.org/wiki/Comma_operator"" rel=""nofollow"">comma operator</a> is best thought of as, well, an operator. Just like <code>+</code> is an operator, so that <code>2 + 3</code> is an expression (which happens to result in a value of <code>5</code>), so too <code>,</code> is an operator, and thus <code>0, 1</code> is a valid expression (which happens to result in a value of <code>1</code>, since that was the last operand).</p>
",0
4364099,4364044,18,"<p>The two loops given don't have the same meaning. By using the comma operator in that way, the author was able to specify code that should be executed every iteration, even if the loop itself is never entered. It's more like a <code>do ... while ()</code> loop, or something like the following:</p>

<pre><code> printf(""&gt; "");
 fgets(str, 100, stdin);
 while(!feof(stdin)) {
    ..
    ..

    printf(""&gt; "");
    fgets(str, 100, stdin);
 }
</code></pre>
",0
