119121,119114,2,"<p>You can set preproccesor variables in the properties->c++->preprocessor<br>
in visual studio settings you can use $(enviromentvariable)</p>
",1
119127,119114,1,"<p>I generally use config files, then just create a symlink to the appropriate configuration.</p>
",0
119148,119114,6,"<p>On your home and work machines, set an environment variable <code>LOCATION</code> that is either ""1"" for home or ""2"" for work.</p>

<p>Then in the preprocessor options, add a preprocessor define /DLOCATION=$(LOCATION). This will evaluate to either the ""home"" or ""work"" string that you set in the environment variable.</p>

<p>Then in your code:</p>

<pre><code>#if LOCATION==1
  // home
#else
  // work
#endif
</code></pre>
",1
121330,119114,3,"<p>If the only difference between work and home is where the test files are located... then (IMHO) you shouldn't pollute your build files with a bunch of static paths &amp; IPs.</p>

<p>For the example you showed, I would simply map drives on both work and home. I.e. at work map a drive T: that points to \\212.45.68.43\Project\Blah\Test, at home map a drive T: that points to \\192.168.0.1\Test. </p>

<p>Then your build process uses the path ""T:\"" to refer to where tests reside. </p>

<p>Of course, if you need to change something more drastic, setting environment variables is probably the best way to go. </p>
",0
37451,37428,10,"<p>My favorites are Effective C++, More Effective C++, and Effective STL by Scott Meyers. Also C++ Coding Standards by Sutter and Alexandrescu.</p>
",0
37461,37428,7,"<p>The best way to get back into C++ is to jump in.  You can't learn a real language without spending any serious time in a country where they speak it.  I wouldn't try to learn a programming language without spending time coding in it either.</p>

<p>I wouldn't recommend learning C first though.  That's a good way to pick up some bad habits in C++.</p>
",0
37463,37428,6,"<p>I haven't tried it myself but have heard from people and sources I trust that ""Accelerated C++"" by Koenig and Moo is a good book for people who want to pick up C++ quickly. Compared to the more traditional route of learning C first then C++ as a kind of C with classes the K+M approach helps you become productive quickly while avoiding pitfalls and bad habits associated with the legacy of the language.</p>
",0
38191,37428,2,"<p>A good starting place is ""Thinking in C++"" by Bruce Eckel, I've rarely had anyone complain about the book. Well written and also has a version available online.</p>
",1
37723,37428,1,"<p><a href=""https://rads.stackoverflow.com/amzn/click/com/0201700735"" rel=""nofollow noreferrer"" rel=""nofollow noreferrer"">The C++ Programming Language</a> by Bjarne Stroustrup covers C++ in depth. Bjarne is the inventor of C++. It also provides insights into why the language is the way it is. Some people find the book a little terse. I found it to be an enjoyable read. If you have done some C++ before it's a great place to start. It is by no means a beginners book on C++.</p>
",0
38185,37428,1,"<p>My book recommendations:  </p>

<p><strong>Essential C++</strong> (Lippman)<br>
<strong>C++ Common Knowledge: Essential Intermediate Programming</strong> (Dewhurst)<br>
...and I second the <strong>Effective C++</strong> suggestion above.</p>

<p>A very handy alternative to buying books in meatspace is to subscribe to a service like <a href=""http://techbus.safaribooksonline.com/home"" rel=""nofollow noreferrer"">Safari Books Online</a>. For a not unreasonable monthly fee you'll get access to all of the above books plus a bajillion others. If you desire fast random access to more than a couple books, it pretty much pays for itself. It's an easy case to make if you want to convince your employer to pay for it. </p>

<p>Beyond that, sit yourself in front of an IDE that has a C++ code completion feature (I use Eclipse/CDT most of the time).</p>
",0
38640,37428,2,"<p>Another online book that I pick up whenever I need to get back into C++ is ""C++ In Action"" by Bartosz Milewski. Its <a href=""http://www.relisoft.com/book/index.htm"" rel=""nofollow noreferrer"">online</a> at his site.</p>
",1
325736,325734,8,"<p>You should have them in the order you want them initialised, because that's the order they will be initialised, regardless of your initialiser list within the constructor. Not all compilers will warn you about inconsistencies, either.</p>
",1
325740,325734,12,"<p>I group them according to semantics, i.e.</p>

<pre><code>class Foo
{
private:
    std::string peach;
    bool banana;
    int apple;

    int red;
    std::string green;
    std::string blue;
    ...
};
</code></pre>

<p>The more readable, the better.</p>
",1
325748,325734,2,"<p>If you care about the size of your objects, and if the compiler doesn't re-order members within a class (if there are no access-specifiers between the members, it must not reorder), then the objects might come out smaller if you order your members from biggest to smallest. The reason is that there is less likely to be a need for padding to satisfy alignment requirements. This ordering will result in members of the same type being closer together.</p>

<p>Compared with code clarity, this usually loses. Compared with initialization order of course it always loses (although you can add access-specifiers and hope for the best). But you did ask if there's <em>any</em> benefit.</p>
",0
325845,325734,0,"<p>In most cases you should not have too many members in a structure. </p>

<p>If you do, maybe you should think about substructures...</p>

<p>I know there are exceptions, but as a general rule of thumb, try to keep your structures small.</p>
",0
