28450515,373142,5,"<p>Not about the compilation time, but about the build time:</p>

<ul>
<li><p>Use <strong>ccache</strong> if you have to rebuild the same files when you are working
on your buildfiles</p></li>
<li><p>Use <strong>ninja-build</strong> instead of make. I am currently compiling a project
with ~100 source files and everything is cached by ccache. make needs
5 minutes, ninja less than 1.</p></li>
</ul>

<p>You can generate your ninja files from cmake with <code>-GNinja</code>.</p>
",0
23589312,832810,-1,"<p>With all due respect, 5 out of 6 points you've mentioned are standard C++ jargon.  That's not ""game programming"" it's naive use of buzz words.  My recommendation would be this;  learn your math...trig especially.  Then get some datasheets and learn about modern graphics hardware platforms...not touchy feely C# bullony words..learn assembler programming.</p>

<p>At the end of the day, to be a game programmer you have to be able to do math.  That's it</p>
",1
28432543,3902011,2,"<p>I would rather use:</p>

<pre><code>size_t size = 10; //or any other size
std::string buff(size, 0); //or: std::string buff(size, '\0');
</code></pre>

<p>Now if you must use the char* buff, then you can use:</p>

<pre><code>&amp;buff[0]
</code></pre>

<p>When you need to use const char* then you can use:</p>

<pre><code>buff.c_str()
</code></pre>

<p>The big advantage is that you don't need to deallocate the memory, stl take care of this for you.
The next advantage is that you can use all of the stl string functions</p>
",0
27682432,544842,9,"<p>As of C++11 you can use a templated type alias</p>

<pre><code>template &lt;typename T&gt;
using MyArray = std::vector&lt;T&gt;;
</code></pre>

<p>If you want to be more generic you can use a variadic template (which would allow for allocators in the case of vector without having to be specific)</p>

<pre><code>template &lt;typename... Ts&gt;
using MyArray = std::vector&lt;Ts...&gt;;
</code></pre>
",0
21784644,1413486,0,"<p>Maybe a bit late, but since <em>StackExchange</em> has <em>Code Review</em>, it worth the answer:</p>

<blockquote>
  <p>Code Review Stack Exchange is a question and answer site for peer
  programmer code reviews. It's 100% free, no registration required.</p>
</blockquote>

<p>Here is the link: <a href=""https://codereview.stackexchange.com/"" title=""Code Review Stack Exchange"">Code Review Stack Exchange</a></p>
",0
28219145,722822,9,"<p>It can be initialized directly in the header file, in c++11 or gnu++11:</p>

<pre><code>int myInt = 1;
</code></pre>

<p>See this article ""<a href=""https://web.archive.org/web/20160316174223/https://blogs.oracle.com/pcarlini/entry/c_11_tidbits_non_static"" rel=""nofollow noreferrer"">C++11 Tidbits: Non-static Data Member Initializers</a>""</p>
",0
29241150,1810348,0,"<p>I am not sure if you are trying to associate a unique number to each book or just if you are keeping track of total number of Book objects constructed so far. If former is the case then you should declare a member variable saying bookNumber in Book class, and in getBooksNumber() you should return the value assigned to the bookNumber variable. Better if you make getBooksNumber() as constant function and if you invoke this function with constant object. </p>

<p>If later is the case where you are keeping track of total number of Book object constructed so far, then you should have a static data member to keep track of it and you can make getBooksNumber() static as well, and can invoke getBooksNumber() without the object of call.</p>
",0
23581728,728068,4,"<p>If you are using:</p>

<pre><code>tstart = clock();

// ...do something...

tend = clock();
</code></pre>

<p>Then you will need the following to get time in seconds:</p>

<pre><code>time = (tend - tstart) / (double) CLOCKS_PER_SEC;
</code></pre>
",0
24638326,798046,1,"<p>you could also do something like this:</p>

<pre><code>//This code will ask the user for an input, set the decimal precision to the hundredths place,  and add 4.63 to the inputted variable

int banana;
cin &gt;&gt; banana;
cout &lt;&lt; setprecision(2) &lt;&lt; fixed &lt;&lt; banana + 4.63; 
</code></pre>
",0
21713911,877523,10,"<p>Adding to the knowledge base, I got the same error for </p>

<pre><code>if(class_iter-&gt;num == *int_iter)
</code></pre>

<p>Even though the IDE gave me the correct members for class_iter. Obviously, the problem is that <code>""anything""::iterator</code> doesn't have a member called <code>num</code> so I need to dereference it. Which doesn't work like this:</p>

<pre><code>if(*class_iter-&gt;num == *int_iter)
</code></pre>

<p>...apparently. I eventually solved it with this:</p>

<pre><code>if((*class_iter)-&gt;num == *int_iter)
</code></pre>

<p>I hope this helps someone who runs across this question the way I did.</p>
",0
