52605518,14627818,0,"<p>To answer my own question : using C++17, it's now easy.</p>

<pre><code>template &lt;int A, int B&gt; void f(X) {
if constexpr (A &gt;= B)
// ^^^^^^^^^
{
  SetValue(X &lt;&lt; (A-B));
}
else // (A &lt; B)
{
  SetValue(X &gt;&gt; (B-A));
}
</code></pre>

<p>The branch where the shift is negative will be <em>discarded</em>. </p>
",1
58329001,7478459,0,"<p>C++ doesn't define the order in which two global constructors or destructors are called if the objects are defined in separate files. However, if objects are defined in the same file, then there is an order: file scope objects are constructed in lexical order (the order in which they appear in the file) and destroyed in the reverse order.</p>

<p>This can be exploited in combination with header file dependencies to bring order into C++ global construction and destruction, like this:</p>

<pre><code>// header file A.h
#ifndef A_H_INCLUDED
#define A_H_INCLUDED
class A { /* ... */ };

#ifdef DEFINE_GLOBALS
A a_singleton;
#endif
#endif

// header file B.h
#ifndef B_H_INCLUDED
#define B_H_INCLUDED
#include ""A.h""
class B : { A *pa_memb; /* ... */ }

#ifdef DEFINE_GLOBALS
B b_singleton;
#endif
#endif

// header file C.h
#ifndef C_H_INCLUDED
#define C_H_INCLUDED
#include ""B.h""
#include ""A.h""
class C : { A *pa_memb, B *pb_memb; /* ... */ }

#ifdef DEFINE_GLOBALS
C c_singleton;
#endif
#endif
</code></pre>

<p>Then, we have a file called <code>globals.cc</code> where we do this:</p>

<pre><code>// globals.cc
#define DEFINE_GLOBALS
#include ""C.h""
#include ""A.h""
#include ""B.h""
</code></pre>

<p>The <code>#include</code> guards in the headers will ensure that the inclusions in <code>global.cc</code> are in the proper dependency order (and that missing ones will probably be picked up: in the above example, if we just include <code>""C.h""</code>, we are good). Now all of the global objects are defined in a single translation unit and are constructed in the correct order: used objects are constructed before their users, and destroyed after their users.</p>
",0
49037913,295120,12,"<p>Here is a more complete answer for 2018.</p>

<p>These days, a lot of tools allow you to not just mark something as deprecated, but also provide a message. This allows you to tell people when something was deprecated, and maybe point them toward a replacement.</p>

<p>There is still a lot of variety in compiler support:</p>

<ul>
<li>C++14 supports <code>[[deprecated]]</code>/<code>[[deprecated(message)]]</code>.</li>
<li><code>__attribute__((deprecated))</code> is supported by GCC 4.0+ and ARM 4.1+</li>
<li><code>__attribute__((deprecated))</code> and <code>__attribute__((deprecated(message)))</code> is supported for:

<ul>
<li>GCC 4.5+</li>
<li>Several compilers which masquerade as GCC 4.5+ (by setting <code>__GNUC__</code>/<code>__GNUC_MINOR__</code>/<code>__GNUC_PATCHLEVEL__</code>)</li>
<li>Intel C/C++ Compiler going back to at least 16 (you can't trust <code>__GNUC__</code>/<code>__GNUC_MINOR__</code>, they just set it to whatever version of GCC is installed)</li>
<li>ARM 5.6+</li>
</ul></li>
<li>MSVC supports <code>__declspec(deprecated)</code> since 13.10 (Visual Studio 2003)</li>
<li>MSVC supports <code>__declspec(deprecated(message))</code> since 14.0 (Visual Studio 2005)</li>
</ul>

<p>You can also use <code>[[gnu::deprecated]]</code> in recent versions of clang in C++11, based on <code>__has_cpp_attribute(gnu::deprecated)</code>.</p>

<p>I have some macros in <a href=""https://github.com/nemequ/hedley"" rel=""noreferrer"">Hedley</a> to handle all of this automatically which I keep up to date, but the current version (v2) looks like this:</p>

<pre><code>#if defined(__cplusplus) &amp;&amp; (__cplusplus &gt;= 201402L)
#  define HEDLEY_DEPRECATED(since) [[deprecated(""Since "" #since)]]
#  define HEDLEY_DEPRECATED_FOR(since, replacement) [[deprecated(""Since "" #since ""; use "" #replacement)]]
#elif \
  HEDLEY_GCC_HAS_EXTENSION(attribute_deprecated_with_message,4,5,0) || \
  HEDLEY_INTEL_VERSION_CHECK(16,0,0) || \
  HEDLEY_ARM_VERSION_CHECK(5,6,0)
#  define HEDLEY_DEPRECATED(since) __attribute__((__deprecated__(""Since "" #since)))
#  define HEDLEY_DEPRECATED_FOR(since, replacement) __attribute__((__deprecated__(""Since "" #since ""; use "" #replacement)))
#elif \
  HEDLEY_GCC_HAS_ATTRIBUTE(deprcated,4,0,0) || \
  HEDLEY_ARM_VERSION_CHECK(4,1,0)
#  define HEDLEY_DEPRECATED(since) __attribute__((__deprecated__))
#  define HEDLEY_DEPRECATED_FOR(since, replacement) __attribute__((__deprecated__))
#elif HEDLEY_MSVC_VERSION_CHECK(14,0,0)
#  define HEDLEY_DEPRECATED(since) __declspec(deprecated(""Since "" # since))
#  define HEDLEY_DEPRECATED_FOR(since, replacement) __declspec(deprecated(""Since "" #since ""; use "" #replacement))
#elif HEDLEY_MSVC_VERSION_CHECK(13,10,0)
#  define HEDLEY_DEPRECATED(since) _declspec(deprecated)
#  define HEDLEY_DEPRECATED_FOR(since, replacement) __declspec(deprecated)
#else
#  define HEDLEY_DEPRECATED(since)
#  define HEDLEY_DEPRECATED_FOR(since, replacement)
#endif
</code></pre>

<p>I'll leave it as an exercise to figure out how to get rid of the <code>*_VERSION_CHECK</code> and <code>*_HAS_ATTRIBUTE</code> macros if you don't want to use Hedley (I wrote Hedley largely so I wouldn't have to think about that on a regular basis).</p>

<p>If you use GLib, you can use the <a href=""https://developer.gnome.org/glib/stable/glib-Miscellaneous-Macros.html#G-DEPRECATED:CAPS"" rel=""noreferrer""><code>G_DEPRECATED</code></a> and <a href=""https://developer.gnome.org/glib/stable/glib-Miscellaneous-Macros.html#G-GNUC-DEPRECATED-FOR:CAPS"" rel=""noreferrer""><code>G_DEPRECATED_FOR</code></a> macros. They're not as robust as the ones from Hedley, but if you already use GLib there is nothing to add.</p>
",0
52794563,3261596,-3,"<p>Because they're unnecessary when we're working smartly. We can always commit our code before we build it and checkout to a separate folder then build in-source in the second location.</p>

<p>We can then check in our build to another branch and check it out to another location to run our tests.</p>
",3
53245211,683059,0,"<p>No, you cant.</p>

<p>However, if you can create an auxiliary data structure to store locations and ensure you remove them from that auxiliary data structure when they get deleted (maybe add it to the destructor) you can check whether the pointers are in that structure before de-referencing them.</p>
",0
49700391,8706589,0,"<p>There's a clang-tidy check for this: <a href=""https://reviews.llvm.org/rCTE329448"" rel=""nofollow noreferrer"">https://reviews.llvm.org/rCTE329448</a> (made by me, so you may address me any questions on it)</p>
",0
55715607,3019977,3,"<p>Here's another way of doing it, remember to use free() on the result.</p>

<pre><code>char* wchar_to_char(const wchar_t* pwchar)
{
    // get the number of characters in the string.
    int currentCharIndex = 0;
    char currentChar = pwchar[currentCharIndex];

    while (currentChar != '\0')
    {
        currentCharIndex++;
        currentChar = pwchar[currentCharIndex];
    }

    const int charCount = currentCharIndex + 1;

    // allocate a new block of memory size char (1 byte) instead of wide char (2 bytes)
    char* filePathC = (char*)malloc(sizeof(char) * charCount);

    for (int i = 0; i &lt; charCount; i++)
    {
        // convert to char (1 byte)
        char character = pwchar[i];

        *filePathC = character;

        filePathC += sizeof(char);

    }
    filePathC += '\0';

    filePathC -= (sizeof(char) * charCount);

    return filePathC;
}
</code></pre>
",0
50169368,6185020,1,"<p>As others have already answered: Yes, this is legal. And yes, this is guaranteed by the Standard to work.</p>

<p>And I find it horrible every time I see it, forcing me to pause: ""<code>vec(vec)</code>? WTF? Ah yes, <code>vec</code> is a member variable...""</p>

<p>This is one of the reasons why many, including myself, like to use a naming convention which makes it clear that a member variable is a member variable. Conventions I have seen include adding an underscore suffix (<code>vec_</code>) or an <code>m_</code> prefix (<code>m_vec</code>). Then, the initializer reads: <code>vec_(vec)</code> / <code>m_vec(vec)</code>, which is a no-brainer.</p>
",1
49479996,943267,0,"<p>Keep in mind that the C++11 standard says that usage is undefined behavior, see <a href=""https://stackoverflow.com/a/31488191/343721"">M.M's answer</a> (which is IMHO the best answer here). Future standards might define it, but still multibyte number can be stored in big or little endian way. <strong>So you should not use unions neither type casting for type puning if portability is an issue.</strong></p>

<p>If it is not an issue, let me try to upgrade your code a bit to show how the unions might find their place under the C++ sun.</p>

<pre><code>class Color {
    union {
        uint32_t value;
        struct {
            uint8_t b, g, r; // LSB value expected
        } part;
    } data;
public:
    uint32_t &amp;value;
    uint8_t &amp;r, &amp;g, &amp;b;
    Color()
        : value(data.value)
        , r(data.part.r)
        , g(data.part.g)
        , b(data.part.b)
    { value = 0; }
    Color(Color const&amp; c) : Color() { value = c.value; }
    Color(uint32_t _value) : Color() { value = _value; }
    Color&amp; operator=(Color const&amp; c) { value = c.value;}
    Color&amp; operator=(uint32_t _value) { value = _value;}
};
</code></pre>

<p><strong>Explanation</strong></p>

<ul>
<li>struct inside union should have name: ISO C++ prohibits anonymous structs, however g++ would compile them</li>
<li>other constructors delegates to default constructor to copy values, not references (C++11)</li>
<li>the third constructor is here for comfortable implicit call</li>
<li>the construct assumes that multibyte numbers are stored in LSB order </li>
</ul>

<p><strong>Usage</strong></p>

<pre><code>Color c1 = 0xAABBCC; // implicit call
std::cout &lt;&lt; hex &lt;&lt; +c1.r &lt;&lt; endl; // AA
Color c2 = c1; // copy constructor
c2.g = 127;
std::cout &lt;&lt; hex &lt;&lt; +c1.g &lt;&lt; "" "" &lt;&lt; +c2.g &lt;&lt; endl; // BB 7F
c1 = 0xDEADCD; // assignment operator
std::cout &lt;&lt; hex &lt;&lt; +c1.g &lt;&lt; "" "" &lt;&lt; +c2.g &lt;&lt; endl; // AD 7F
</code></pre>
",0
50282077,1830158,17,"<p>Funny that there is no correct solution on this page yet. So, the following is the correct one:</p>
<p>In case of the forward iterator the solution is straight forward:</p>
<pre><code>std::list&lt; int &gt;::iterator i = myList.begin();
while ( i != myList.end() ) {
  if ( *i == to_delete ) {
    i = myList.erase( i );
  } else {
    ++i;
  } 
}
</code></pre>
<p>In case of reverse iterator you need to do the same:</p>
<pre><code>std::list&lt; int &gt;::reverse_iterator i = myList.rbegin();
while ( i != myList.rend() ) {
  if ( *i == to_delete ) {
    i = decltype(i)(myList.erase( std::next(i).base() ));
  } else {
    ++i;
  } 
}
</code></pre>
<p>Notes:</p>
<ul>
<li>You can construct a <code>reverse_iterator</code> from an iterator</li>
<li>You can use the return value of <code>std::list::erase</code></li>
</ul>
",2
