8769211,8769177,7,"<p>C does not have a concept of modules, as such. It has the concept of ""translation unit"", which is (roughly) the <code>.c</code> file plus the contents of the headers it includes, directly or indirectly. The translation units get compiled independently, and then linked together into an executable program.</p>

<p>A translation unit gives a little bit of namespace management: you can define names of functions and variables as <code>static</code>, so that they're only visible inside the translation unit. This is much less helpful than, say, C++ classes, where name conflicts are easier to avoid.</p>

<p>Look at languages like, say, Python, for even better solutions for that.</p>
",1
11552955,213042,6,"<p>Similar to an earlier answer, this will handle positive and negative integer powers of a double nicely.</p>

<pre><code>double intpow(double a, int b)
{
  double r = 1.0;
  if (b &lt; 0)
  {
    a = 1.0 / a;
    b = -b;
  }
  while (b)
  {
    if (b &amp; 1)
      r *= a;
    a *= a;
    b &gt;&gt;= 1;
  }
  return r;
}
</code></pre>
",0
15550040,15549893,12,"<p>With the caveat in my comment, you could do it using a <a href=""http://en.wikipedia.org/wiki/Variadic_macro"">variadic macro</a>:</p>

<pre><code>#define PRINTF_FL(format, ...) \
    printf(format "" %s %d"", __VA_ARGS__, __FILE__, __LINE__)
</code></pre>
",2
15550065,15549893,4,"<p>to redefine the <code>printf</code> do not use <code>undef</code> just define the following <code>printf</code> macro in your header file</p>

<pre><code>#define printf(MESSAGE,args...) { \
  const char *A[] = {MESSAGE}; \
  printf(""%s %d"",__FILE__,__LINE__); fflush(stdout);\
  if(sizeof(A) &gt; 0) {\
    printf(""::""); \
    printf(*A,##args); \
  } else {\
    printf(""\n""); \
  }\
}
</code></pre>

<p>you can use your new <code>printf</code> macro in your code in this way</p>

<pre><code>printf(); // it will print only the file name and the line number
</code></pre>

<p>or in this way</p>

<pre><code>printf(""debug message any data %d\n"", 5);
</code></pre>
",2
15549985,15549893,8,"<p>Try this:</p>

<pre><code>#define debug(fmt, ...) printf(""%s:%d: "" fmt, __FILE__, __LINE__, __VA_ARGS__);
</code></pre>

<p>I used name <code>debug</code> instead of <code>printf</code>, because I don't think you should override standard functions. You could break something. </p>

<p>Use this like:</p>

<pre><code>debug(""This is debug no %d"", 5);
</code></pre>

<p>To get output similar to:</p>

<pre><code>program.c:12: this is debug no 5
</code></pre>

<p>(file: <code>program.c</code>, line: 12).</p>
",0
15550837,15549893,4,"<p>And here is my ""half penny"".</p>

<h2>Function name &amp; debug messages:</h2>

<pre><code>// debug mode, -DEBUG
#ifdef EBUG
    #define FNAME() fprintf(stderr, ""\n%s (%s, line %d)\n"", __func__, __FILE__, __LINE__)
    #define DBG(...) do{fprintf(stderr, ""%s (%s, line %d): "", __func__, __FILE__, __LINE__); \
                    fprintf(stderr, __VA_ARGS__);           \
                    fprintf(stderr, ""\n"");} while(0)
#else
    #define FNAME()  do{}while(0)
    #define DBG(...) do{}while(0)
#endif //EBUG
</code></pre>

<p>Use macro <code>FNAME()</code> to show just name of function &amp; file/line, <code>DBG(text)</code> to show printf-like debug message with info about function name &amp; file/line.</p>

<h2>And something that may be useful for coloured debug &amp; error/warning messages.</h2>

<h3>In header file:</h3>

<pre><code>extern int globErr;
#define ERR(...) do{globErr=errno; _WARN(__VA_ARGS__); exit(-1);}while(0)
#define WARN(...) do{globErr=errno; _WARN(__VA_ARGS__);}while(0)
#define WARNX(...) do{globErr=0; _WARN(__VA_ARGS__);}while(0)
// functions for color output in tty &amp; no-color in pipes
EXTERN int (*red)(const char *fmt, ...);
EXTERN int (*_WARN)(const char *fmt, ...);
EXTERN int (*green)(const char *fmt, ...);
</code></pre>

<h3>In C file:</h3>

<pre><code>int globErr = 0; // errno for WARN/ERR
// pointers to coloured output printf
int (*red)(const char *fmt, ...);
int (*green)(const char *fmt, ...);
int (*_WARN)(const char *fmt, ...);
/*
 * format red / green messages
 * name: r_pr_, g_pr_
 * @param fmt ... - printf-like format
 * @return number of printed symbols
 */
int r_pr_(const char *fmt, ...){
    va_list ar; int i;
    printf(RED);
    va_start(ar, fmt);
    i = vprintf(fmt, ar);
    va_end(ar);
    printf(OLDCOLOR);
    return i;
}
int g_pr_(const char *fmt, ...){
    va_list ar; int i;
    printf(GREEN);
    va_start(ar, fmt);
    i = vprintf(fmt, ar);
    va_end(ar);
    printf(OLDCOLOR);
    return i;
}
/*
 * print red error/warning messages (if output is a tty)
 * @param fmt ... - printf-like format
 * @return number of printed symbols
 */
int r_WARN(const char *fmt, ...){
    va_list ar; int i = 1;
    fprintf(stderr, RED);
    va_start(ar, fmt);
    if(globErr){
        errno = globErr;
        vwarn(fmt, ar);
        errno = 0;
        globErr = 0;
    }else
        i = vfprintf(stderr, fmt, ar);
    va_end(ar);
    i++;
    fprintf(stderr, OLDCOLOR ""\n"");
    return i;
}

const char stars[] = ""****************************************"";
/*
 * notty variants of coloured printf
 * name: s_WARN, r_pr_notty
 * @param fmt ... - printf-like format
 * @return number of printed symbols
 */
int s_WARN(const char *fmt, ...){
    va_list ar; int i;
    i = fprintf(stderr, ""\n%s\n"", stars);
    va_start(ar, fmt);
    if(globErr){
        errno = globErr;
        vwarn(fmt, ar);
        errno = 0;
        globErr = 0;
    }else
        i = +vfprintf(stderr, fmt, ar);
    va_end(ar);
    i += fprintf(stderr, ""\n%s\n"", stars);
    i += fprintf(stderr, ""\n"");
    return i;
}
int r_pr_notty(const char *fmt, ...){
    va_list ar; int i;
    i = printf(""\n%s\n"", stars);
    va_start(ar, fmt);
    i += vprintf(fmt, ar);
    va_end(ar);
    i += printf(""\n%s\n"", stars);
    return i;
}
</code></pre>

<h3>In main():</h3>

<pre><code>if(isatty(STDOUT_FILENO)){ // make color output in tty
    red = r_pr_; green = g_pr_;
}else{ // no colors in case of pipe
    red = r_pr_notty; green = printf;
}
if(isatty(STDERR_FILENO)) _WARN = r_WARN;
else _WARN = s_WARN;
</code></pre>

<p>After that you will be able to use coloured output in case running in terminal and non-coloured in case of pipe. Functions <code>red</code> and <code>green</code> are analogues of <code>printf</code> for coloured output. Function <code>_WARN</code> used in macros to show user message and string for <code>errno</code>: <code>ERR</code> for case of errors (ends with <code>exit</code>), <code>WARN</code> ¡ª analogue of <code>ERR</code> but without <code>exit</code> and <code>WARNX</code> to show messages without <code>errno</code>.</p>
",0
8739265,8739189,2,"<p>Look up the <code>strchr</code> and <code>strstr</code> functions. They've been made for this.</p>

<p>But CRLF is not one character, that's two characters. To locate that, search for '\n' and check the previous character.</p>
",0
8739269,8739189,4,"<p>CRLF is two characters: CR, and LF. You need to match them both individually, not together as you've done with <code>3338</code> (I think: where did you get that number?) Also, use the character constants: <code>'\0'</code>, <code>'\n'</code>, <code>'\r'</code>, it will make your code clearer.</p>

<pre><code>/*
  0x0a (ASCII newline)
  0x0d (ASCII carriage return)
  CRLF (0x0d0a)
*/

while(*search != '\0') {
    /* Seach for a newline */
    if(*search == '\n') {
        printf(""\nnewline Found\n"");
        search++;
    }

    /* Search for a CR or a CRLF */
    if(*search == '\r') {
        // OK, we found a CR, is it followed by a LF?
        if(*(search + 1) == '\n') {
            // Yes, it is, thus, it is a CRLF
            printf(""\nCRLF Found\n"");
            search += 2; // Note the 2! CRLF is 2 characters!
        }
        else {
            // No, just a lonely CR, forever alone.
            printf(""\nCarriage return found\n"");
            search++;
        }
    }
}
</code></pre>

<p>As another poster suggests, you can also use the <code>strchr</code> and <code>strstr</code> functions, and take the minimum valid result from them. (It'll be like 3 lines of code.)</p>
",3
8739855,8739189,1,"<p>I'd recommend to use <code>strstr()</code> and <strong>not</strong> to use <code>strchr()</code>, as the latter  is not multi-byte character save (per definition).</p>

<p>Also the two methods <code>strspn()</code>, <code>strcspn()</code> could help.</p>
",0
8739316,8739189,1,"<p>You could simply modify your code to:</p>

<pre><code>for(; *search != '\0'; search++) {
    /* Seach for a newline */
    if(*search == '\n') {
        printf(""\nnewline Found\n"");
    }
    /* Search for a CRLF */
    else if(*search == '\r' &amp;&amp; *(search + 1) == '\n') {
        printf(""\nCRLF Found\n"");
        search++; /* search will be incremented twice (bit hacky?) */
    }
}
</code></pre>

<p>Short-circuiting in the <code>if</code> statement will prevent <code>(search + 1)</code> being dereferenced if <code>*search</code> is not <code>'\r'</code>, so that won't cause you to go past the bounds of the string if <code>*search</code> turns out to be <code>'0'</code>.</p>

<p><code>*search == 3338</code> in your previous code example isn't going to work if <code>search</code> is a <code>char*</code>/<code>char[]</code>, since a <em>single</em> <code>char</code> can only represent 256 different values and CRLF is a sequence of 2 bytes (2 <code>char</code>s).</p>
",0
13716408,435834,0,"<p>digital signal processing, all Pure Data extensions are written in C, this can be done in other languages also but has had good success in C</p>
",0
16948097,16947467,4,"<p>Make sure that the file that calls <code>temp = foo(me -&gt; bar);</code> includes either the prototype or the full definition of the <code>uint8_t foo(uint16_t bar);</code> function before it is called, either via an <code>#include</code> directive, or by adding the prototype/definition earlier in the file.</p>

<p>Without an already-seen signature for the function, the compiler will assume the signature to be <code>int foo();</code> and generate code accordingly.</p>

<p>Using <code>gcc -W -Wall</code> to compile should generate warnings when implicit function signature assumptions are made.</p>
",0
12788983,579734,-3,"<p>What I would use is</p>

<pre><code>char *s = ""abcd"";
</code></pre>
",1
