63457000,373142,3,"<p>First of all, we have to understand what so different about C++ that sets it apart from other languages.</p>
<p>Some people say it's that C++ has many too features. But hey, there are languages that have a lot more features and they are nowhere near that slow.</p>
<p>Some people say it's the size of a file that matters. Nope, source lines of code don't correlate with compile times.</p>
<p>But wait, how can it be? More lines of code should mean longer compile times, what's the sorcery?</p>
<p>The trick is that a lot of lines of code is hidden in preprocessor directives. Yes. Just one <code>#include</code> can ruin your module's compilation performance.</p>
<p>You see, C++ doesn't have a module system. All <code>*.cpp</code> files are compiled from scratch. So having 1000 *.cpp files means compiling your project a thousand times. You have more than that? Too bad.</p>
<p>That's why C++ developers hesitate to split classes into multiple files. All those headers are tedious to maintain.</p>
<p>So what can we do other than using precompiled headers, merging all the cpp files into one, and keeping the number of headers minimal?</p>
<p>C++20 brings us preliminary support of <strong>modules</strong>! Eventually, you'll be able to forget about <code>#include</code> and the horrible compile performance that header files bring with them. Touched one file? Recompile only that file! Need to compile a fresh checkout? Compile in seconds rather than minutes and hours.</p>
<p>The C++ community should move to C++20 as soon as possible. C++ compiler developers should put more focus on this, C++ developers should start testing preliminary support in various compilers and use those compilers that support modules. This is the most important moment in C++ history!</p>
",0,99024,28742,535,99
59823120,334882,0,"<p><code>David Rodríguez - dribeas</code> answear is great, but doesn't provide a solution.<br>
It may look like there is no solution.</p>

<p>Solution is quite simple: repalce default parameter with <strong>function/method overload</strong>.</p>

<pre><code>void some_func(int param);
void some_func() {
    some_func(get_default_param_value());
}
</code></pre>
",0,1387438,27225,2562,204
63765760,530519,2,"<p>As other answers note, <code>mktime()</code> (infuriatingly) assumes the <code>tm</code> struct is in the local timezone (even on platforms where <code>tm</code> has a <code>tm_gmtoff</code> field), and there is no <em>standard</em>, cross platform way to interpret your <code>tm</code> as GMT.</p>
<p>The following, though, is reasonably cross platform—it works on macOS, Windows (at least under MSVC), Linux, iOS, and Android.</p>
<pre><code>tm some_time{};
... // Fill my_time

const time_t utc_timestamp =
    #if defined(_WIN32)
        _mkgmtime(&amp;some_time)
    #else // Assume POSIX
        timegm(&amp;some_time)
    #endif
;
</code></pre>
",0,1417451,2207,2190,3
71605585,1574976,0,"<p>People say linear probing is terrible, but it's not.</p>
<p>If you want a <em>fast</em> hash table, linear probing may be for you.  For example, if you keep the load factor below, say 2/3, then you have to examine 3.5 elements on average for a successful search.  If your equals comparison operation can be done without chasing another pointer, then that can be fast, because those 3.5 elements cost you only one cache miss.  (So if your key is an integer, or a short std::string it can be fast).</p>
<p>Compare to a chained table, which has two cache misses before you even compare your lookup against the first stored key.</p>
",1,3149805,1,0,0
69169505,4655206,0,"<p>it is better to use std::vector or std::vector  (where byte is typedef to uint8 ) to express nature of data. You will no longer have string specific functions available , which is what you want for binary data</p>
",0,2177888,159,0,0
66344033,3215015,1,"<pre class=""lang-cpp prettyprint-override""><code>#include &lt;iostream&gt;
#include &lt;memory&gt;
#include &lt;functional&gt;

struct A {
    ~A() {
        std::cout &lt;&lt; &quot;~A()&quot; &lt;&lt; std::endl;
    }
};

using DeleterCb = std::function&lt;void(A* p)&gt;;

struct ADeleter {
 public:
    explicit ADeleter(DeleterCb cb) :
        mDeleterCb(cb) {}
    ADeleter() = delete;
    ~ADeleter() = default;

    void operator()(A *a) {
        mDeleterCb(a);
    }
    
    void setDeleterCb(DeleterCb cb) {
        mDeleterCb = cb;
    }

 private:
    DeleterCb mDeleterCb;
};

int main() {
    auto sp = std::shared_ptr&lt;A&gt;(new A{},
        ADeleter([](A *p){
            delete p;
            std::cout &lt;&lt; &quot;deleter_1&quot; &lt;&lt; std::endl;
        })
    );
    
    std::get_deleter&lt;ADeleter&gt;(sp)-&gt;setDeleterCb(
        [](A *p){
            delete p;
            std::cout &lt;&lt; &quot;deleter_2&quot; &lt;&lt; std::endl;
        }
    );
}
</code></pre>
",0,5698157,171,4,0
70425836,1709562,0,"<p>Neither!</p>
<p>The first makes no sense with a loop (see *) and multiple ifs are inefficient.</p>
<p>The second returns bool for an indication that something went wrong instead of throwing an exception.</p>
<p>(*) If you have a dynamic list of conditions to check (e.g. depending on inputs), then a loop <strong>per condition in list</strong> makes sense, however, use a for or the condition of the loop to step, not a 1 iteration loop!?</p>
",0,38368,16417,684,427
66774292,6350882,1,"<p>It's ok for a function to &quot;return a local object&quot;, because the compiler will transform the function to <em>not</em> really return a value. Instead, it will accept a reference <code>MyObject&amp; __result</code>, and use the local object which will be assigned the return value, i.e. <code>obj</code>, to copy construct the <code>__result</code>. In your case, the function will be rewritten to:</p>
<pre><code>static void createMyObject(MyObject&amp; __result) {
    MyObject obj;

    // .. process obj
    // compiler generated invocation of copy constructor
    __result.MyObject::Myobject( obj );

    return;
}
</code></pre>
<p>and every invocation of <code>createMyObject</code> will also be transformed to bind the reference to an existing object. For example, an invocation of the form:</p>
<pre><code>MyObject a = createMyObject();
</code></pre>
<p>will be transformed to:</p>
<pre><code>MyObject a;  // no default constructor called here
createMyObject(a);
</code></pre>
<p>However, if you return a reference or pointer to a local object, the compiler cannot fulfill the transform. You will be returning a reference or pointer to a already-destroyed object.</p>
",0,6913597,49,43,0
68581395,599321,0,"<p>You can use the solution with std::chrono described here: <a href=""https://stackoverflow.com/questions/21856025/getting-an-accurate-execution-time-in-c-micro-seconds"">Getting an accurate execution time in C++ (micro seconds)</a> you will have much better accuracy in your measurement. Usually we measure code execution in the round of the milliseconds (ms) or even microseconds (us).</p>
<pre><code>#include &lt;chrono&gt;
#include &lt;iostream&gt;
        
...
[YOUR METHOD/FUNCTION STARTING HERE]
        
auto start = std::chrono::high_resolution_clock::now();
    
[YOUR TEST CODE HERE]
        
auto elapsed = std::chrono::high_resolution_clock::now() - start;
        
long long microseconds = std::chrono::duration_cast&lt;std::chrono::microseconds&gt;(elapsed).count();
    
std::cout &lt;&lt; &quot;Elapsed time: &quot; &lt;&lt; microseconds &lt;&lt; &quot; ms;
</code></pre>
",0,3015031,751,50,2
66214164,1830158,-1,"<p>If <code>m_CursorStack</code> is a vector, you can erase by taking index:</p>
<pre><code>m_CursorStack.erase(m_CursorStack.begin() + m_CursorStack.size() + int(m_CursorStack.rbegin() - i) - 1);
</code></pre>
",0,1306244,158,204,6
